textId,themeId,themeName,eventId,eventTitle,category,speaker,difficulty,isPool,poolIndex,text,feedback,time,budget,satisfaction,risk,compositeScore,tags,tone,setsFlags,requiresFlags
T0094,client_call,"甲方突然来电话",E012,"PPT文件名混乱",satisfaction_mgmt,zhang_zong,2,TRUE,,"加速交付，提前收款","加班赶出阶段性成果，客户提前付了下一笔款。",-2,2,1,-1,0,time_heavy;budget_gain,professional,,
T0095,client_call,"甲方突然来电话",E012,"PPT文件名混乱",satisfaction_mgmt,zhang_zong,2,TRUE,,"搁置非核心需求","你把最重要的三件事做了。其他的以后再说——如果真的还有以后的话。",1,2,-1,1,3,time_save;budget_gain,professional,,
T0096,scope_creep,"客户突然加需求",E013,"CEO临时加需求",satisfaction_mgmt,lin_zong,3,FALSE,,"做三个不同风格的方案让CEO选","CEO选了第三个方案，说了句'就是这个感觉'。",-2,-1,2,-1,-2,time_heavy;satisfaction_boost,professional,,
T0097,scope_creep,"客户突然加需求",E013,"CEO临时加需求",satisfaction_mgmt,lin_zong,3,FALSE,,"请林总帮忙确认CEO的偏好","林总问了半天，CEO说'你先做出来看看'。",-1,-1,1,-1,-2,neutral,professional,,
T0098,scope_creep,"客户突然加需求",E013,"CEO临时加需求",satisfaction_mgmt,lin_zong,3,FALSE,,"微调配色和字体后重新提交","换了配色和字体，CEO说'好多了'。有时候视觉效果就是'感觉'。",-1,-1,1,1,0,neutral,professional,,
T0099,friday_afternoon,"周五下午四点整",E014,"下班前的系统崩溃",time_pressure,jishu_zhe,1,FALSE,,"等系统修复后提交","等了两个小时，系统终于恢复了。审批安全提交。",-2,-1,1,-1,-3,time_heavy,professional,,
T0100,friday_afternoon,"周五下午四点整",E014,"下班前的系统崩溃",time_pressure,jishu_zhe,1,FALSE,,"写邮件说明情况，申请补签","邮件已发，但林总不喜欢因为系统原因这种借口。",-1,-1,-1,1,-2,neutral,professional,,
T0101,friday_afternoon,"周五下午四点整",E014,"下班前的系统崩溃",time_pressure,jishu_zhe,1,FALSE,,"让实习生小许盯着，你先下班","你走了，小许守到系统恢复。第二天小许有了新外号：'守夜人'。",1,1,-1,2,3,time_save;budget_gain;risk_taker,risky,,
T0102,pr_crisis,"会后舆情发酵",E015,"竞品舆情爆发",risk_compliance,hegui_chen,2,FALSE,,"立即自检所有对外材料","发现了两个潜在隐患并及时修正，躲过一劫。",-2,-1,1,-3,-5,time_heavy;risk_reducer,formal,,
T0103,pr_crisis,"会后舆情发酵",E015,"竞品舆情爆发",risk_compliance,hegui_chen,2,FALSE,,"关注舆情但不主动响应","暂时风平浪静，但谁知道明天会怎样？",0,1,-1,1,1,budget_gain,safe,,
T0104,pr_crisis,"会后舆情发酵",E015,"竞品舆情爆发",risk_compliance,hegui_chen,2,FALSE,,"提前准备一份应急预案","预案在手，随时应对。陈老师对你的前瞻性表示认可。",-1,-1,1,-1,-2,neutral,professional,,
T0105,regulatory,"监管问询来函",E016,"合规追问数据来源",risk_compliance,hegui_chen,3,FALSE,,"紧急补做数据收集，亡羊补牢","花了大半天补数据，虽然晚了点，但数据经得起推敲。",-2,-1,1,-2,-4,time_heavy;risk_reducer,formal,,data_missing
T0106,regulatory,"监管问询来函",E016,"合规追问数据来源",risk_compliance,hegui_chen,3,FALSE,,"提供一份测算说明争取时间","陈老师不情愿地接过了测算说明，但说'下次不行了'。",-1,-1,-1,1,-2,neutral,professional,,data_missing
T0107,event_day,"活动签到当天",E017,"会后名单对不上",risk_compliance,gongying_wang,3,FALSE,,"逐一核对监控和签到记录","发现是一个嘉宾带了两名助理，但只登记了一人。问题解决。",-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,qr_unverified
T0108,event_day,"活动签到当天",E017,"会后名单对不上",risk_compliance,gongying_wang,3,FALSE,,"按实际到场人数更新名单","名单更新了，但客户张总问'为什么每次都有这种问题'。",-1,-1,-1,1,-2,neutral,professional,,qr_unverified
T0109,system_launch,"系统上线第一天",E018,"技术债爆发",time_pressure,jishu_zhe,3,FALSE,,"立即停机修复，接受服务中断","系统中断了4小时，但彻底修复后性能反而提升了。",-2,-2,-1,-2,-7,time_heavy;budget_drain;risk_reducer,formal,,tech_debt
T0110,system_launch,"系统上线第一天",E018,"技术债爆发",time_pressure,jishu_zhe,3,FALSE,,"继续打补丁，先恢复服务","阿哲翻了个白眼，但还是把服务恢复了。他说这已经是第5个补丁了。",-1,-1,-1,2,-1,risk_taker,risky,,tech_debt
T0111,system_launch,"系统上线第一天",E018,"技术债爆发",time_pressure,jishu_zhe,3,FALSE,,"切换回旧版本系统","旧系统虽然慢但稳定，客户没注意到切换。",-2,-1,-1,1,-3,time_heavy,professional,,tech_debt
T0112,system_launch,"系统上线第一天",E019,"自动化流程解锁",time_pressure,jishu_zhe,3,FALSE,,"立即推广使用，感谢阿哲","新模板节省了大量重复劳动，阿哲难得被表扬了一次。",1,1,1,-2,1,time_save;budget_gain;risk_reducer,formal,auto_pilot,qr_verified
T0113,system_launch,"系统上线第一天",E019,"自动化流程解锁",time_pressure,jishu_zhe,3,FALSE,,"先测试一下再上线","测试通过后，工具正式上线。慢是慢了点，但稳妥。",-1,-1,1,-1,-2,neutral,professional,,qr_verified
T0114,regulatory,"监管问询来函",E020,"合规隐患发酵",risk_compliance,hegui_chen,3,FALSE,,"立即发布澄清声明","声明发出后舆情逐步平息。陈老师说'下次记得一开始就改'。",-2,-1,-1,-3,-7,time_heavy;risk_reducer,formal,,compliance_gap
T0115,regulatory,"监管问询来函",E020,"合规隐患发酵",risk_compliance,hegui_chen,3,FALSE,,"私下联系对方沟通","对方同意撤稿，但欠了一个人情。",-1,-1,1,-1,-2,neutral,professional,,compliance_gap
T0116,regulatory,"监管问询来函",E020,"合规隐患发酵",risk_compliance,hegui_chen,3,FALSE,,"不予回应，静待热度过去","你赌了一把。希望互联网的金鱼记忆定律还在生效。",1,1,-1,2,3,time_save;budget_gain;risk_taker,risky,,compliance_gap
T0117,regulatory,"监管问询来函",E021,"审计抽查数据溯源",risk_compliance,hegui_chen,3,FALSE,,"坦白承认使用了估算数据","陈老师叹了口气，但表示会帮你在审计报告里用管理层最佳估计这个说法——这是合规界的懂的都懂。",-1,-1,-2,-1,-5,satisfaction_hit,professional,,estimated_data
T0118,regulatory,"监管问询来函",E021,"审计抽查数据溯源",risk_compliance,hegui_chen,3,FALSE,,"紧急联系供应商补原始数据","王姐被你的连环电话吵醒，不情愿地翻出了当时的原始记录。数据补上了，代价不菲。",-2,-1,1,-2,-4,time_heavy;risk_reducer,formal,,estimated_data
T0119,regulatory,"监管问询来函",E021,"审计抽查数据溯源",risk_compliance,hegui_chen,3,FALSE,,"声称数据来自行业对标研究","审计部勉强接受了这个说法，但在底稿里备注了一句建议下年度提供原始凭证。",-1,-1,-1,2,-1,risk_taker,risky,,estimated_data
T0120,internal_review,"领导查看中期版本",E022,"跨部门联合甩锅",risk_compliance,lin_zong,3,FALSE,,"召联席会议明确责任边界","会议开了两个小时，最终画出了清晰的责任矩阵。两个部门的负责人都不太高兴，但以后没人能甩锅给你。",-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T0121,internal_review,"领导查看中期版本",E022,"跨部门联合甩锅",risk_compliance,lin_zong,3,FALSE,,"主动把缺口补上，暂不追究","你默默把事情做了，两边都欠了你一个人情。但你心里清楚——下次他们还是会互相甩锅。",-1,-1,1,1,0,neutral,professional,,
T0122,internal_review,"领导查看中期版本",E022,"跨部门联合甩锅",risk_compliance,lin_zong,3,FALSE,,"请林总出面主持公道","林总在工作群里发了一条请各位以项目为重。两边暂时收敛了，但给你贴了个动不动就往上捅的标签。",-1,-1,-1,-1,-4,neutral,diplomatic,,
T0123,client_call,"甲方突然来电话",E023,"客户突然要求现场演示",time_pressure,zhang_zong,2,FALSE,,"连夜赶制完整演示版本","Demo虽然有些细节粗糙但覆盖了所有关键功能，董事会频频点头。张总说不错。",-2,-1,2,-1,-2,time_heavy;satisfaction_boost,professional,,
T0124,client_call,"甲方突然来电话",E023,"客户突然要求现场演示",time_pressure,zhang_zong,2,FALSE,,"用现有材料拼接一个快速展示","演示不算惊艳但没出什么大错。张总说了句还行——你花了一整晚琢磨他到底是不是反话。",-1,-1,-1,1,-2,neutral,professional,,
T0125,client_call,"甲方突然来电话",E023,"客户突然要求现场演示",time_pressure,zhang_zong,2,FALSE,,"推说核心模块在升级中，发录屏替代","录屏发出后，张总回复了三个字：知道了。这三个字让你反复琢磨了一个晚上。",0,1,-2,1,0,budget_gain;satisfaction_hit,safe,,
T0126,supplier_chain,"供应商集体掉链子",E024,"供应商坐地起价",budget_conflict,gongying_wang,1,FALSE,,"咬牙接受新报价","钱花出去了，但交付质量确实没话说。财务小周在群里发了句已备案——你听出了无奈。",0,-2,1,-1,-2,budget_drain,professional,,
T0127,supplier_chain,"供应商集体掉链子",E024,"供应商坐地起价",budget_conflict,gongying_wang,1,FALSE,,"寻找替代供应商","找了三家备选，最终谈下了一家性价比更好的。虽然多花了不少时间，但预算保住了。",-2,-1,1,-1,-3,time_heavy,professional,,
T0128,supplier_chain,"供应商集体掉链子",E024,"供应商坐地起价",budget_conflict,gongying_wang,1,FALSE,,"强硬拒绝并要求按原价执行","王姐勉强同意了，但挂电话前说了句下次不接你们项目了——供应商关系岌岌可危。",-1,-1,-1,2,-1,risk_taker,risky,,
T0129,annual_report,"年报披露倒计时",E025,"八部门数据收集混战",time_pressure,caiwu_zhou,2,FALSE,,"设计统一模板强制各部门填写","模板发出后，六个部门回复了，两个部门装没看见。你追了三天，终于收齐了。数据质量好多了。",-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T0130,annual_report,"年报披露倒计时",E025,"八部门数据收集混战",time_pressure,caiwu_zhou,2,FALSE,,"各部门自行提交，后期统一汇总清洗","收上来的数据五花八门，你花了一个下午拼凑，勉强凑出了一份能看的报告。",-1,-1,-1,1,-2,neutral,professional,,
T0131,annual_report,"年报披露倒计时",E025,"八部门数据收集混战",time_pressure,caiwu_zhou,2,FALSE,,"只收集碳排放量最大的3个核心部门","核心数据到位了，但报告里有一行小字注释：数据覆盖80%运营体量。合规陈老师欲言又止。",-1,-1,1,1,0,neutral,professional,partial_esg_data,
T0132,annual_report,"年报披露倒计时",E026,"实习生把碳排放数据填反了",risk_compliance,shixi_xu,2,FALSE,,"紧急叫停打印，亲自逐行核对修正","及时截住了打印店的输出，数据改回来了。小许在旁边看着你改，眼眶有点红。",-2,-1,1,-2,-4,time_heavy;risk_reducer,formal,,
T0133,annual_report,"年报披露倒计时",E026,"实习生把碳排放数据填反了",risk_compliance,shixi_xu,2,FALSE,,"让小许自己去跟打印店和审核方解释","小许打了三个电话，打印店同意重新出样，但内部审核时间错过了。客户张总发了个问号。",0,1,-1,2,2,budget_gain;risk_taker,risky,esg_data_error,
T0134,annual_report,"年报披露倒计时",E026,"实习生把碳排放数据填反了",risk_compliance,shixi_xu,2,FALSE,,"标注数据口径调整中先行提交","报告提交了，但审核意见第一条就是：请确认数据口径。你没有正面回答。",0,1,-1,1,1,budget_gain,safe,esg_data_error,
T0135,annual_report,"年报披露倒计时",E027,"甲方群里追加社会责任案例",satisfaction_mgmt,shenmi_qun,1,FALSE,,"从公司现有项目里挖掘包装案例","你翻了去年的活动记录，找到了两次社区志愿活动和一次绿色办公倡议。包装一下，看起来还挺像样的。",-2,-1,1,-1,-3,time_heavy,professional,,
T0136,annual_report,"年报披露倒计时",E027,"甲方群里追加社会责任案例",satisfaction_mgmt,shenmi_qun,1,FALSE,,"请甲方明确公益案例的定义和标准","甲方群沉默了两个小时，最后回了一句你们专业的应该知道。",-1,-1,-1,-1,-4,neutral,professional,,
T0137,annual_report,"年报披露倒计时",E027,"甲方群里追加社会责任案例",satisfaction_mgmt,shenmi_qun,1,FALSE,,"联系外部咨询公司快速包装案例","咨询公司两天出了三个经过第三方验证的案例。甲方很满意，财务小周很心疼。",0,-2,1,1,0,budget_drain,professional,,
T0138,regulatory,"监管问询来函",E028,"第三方审计提前一周入场",risk_compliance,hegui_chen,3,FALSE,,"全员加班整理底稿到天亮","熬到凌晨三点，底稿全部整理归档。审计进场时，你们整整齐齐地摆出了十二个文件夹。陈老师点了头。",-2,-1,-1,-3,-7,time_heavy;risk_reducer,formal,,
T0139,regulatory,"监管问询来函",E028,"第三方审计提前一周入场",risk_compliance,hegui_chen,3,FALSE,,"申请延迟审计，争取一周准备时间","审计方勉强同意延迟三天，但备注了一句准备不充分。",0,1,-1,1,1,budget_gain,safe,,
T0140,regulatory,"监管问询来函",E028,"第三方审计提前一周入场",risk_compliance,hegui_chen,3,FALSE,,"先提交整理好的部分，其余的补充中","审计员翻了一遍已有的材料，在底稿备注里写了资料不完整，需后续跟踪。",-1,-1,-1,1,-2,neutral,professional,,
T0141,supplier_chain,"供应商集体掉链子",E029,"供应商ESG数据缺第三方认证",risk_compliance,gongying_wang,2,FALSE,,"要求王姐加急办理认证","加急费花出去了，认证机构承诺三天出报告。王姐说下不为例。",-1,-1,1,-2,-3,risk_reducer,formal,,
T0142,supplier_chain,"供应商集体掉链子",E029,"供应商ESG数据缺第三方认证",risk_compliance,gongying_wang,2,FALSE,,"换一家认证机构走绿色通道","新的认证机构两天就出了报告。虽然贵了不少，但时间赶上了。",-1,-2,1,-1,-3,budget_drain,professional,,
T0143,supplier_chain,"供应商集体掉链子",E029,"供应商ESG数据缺第三方认证",risk_compliance,gongying_wang,2,FALSE,,"先使用未认证数据，标注待核查","报告按时提交，但合规陈老师在审批意见里写了长长的一段——核心意思是这个风险你们自己掂量。",0,1,-1,2,2,budget_gain;risk_taker,risky,uncertified_esg_data,
T0144,budget_cut,"项目预算被砍30%",E030,"ESG认证费超出预算",budget_conflict,caiwu_zhou,2,FALSE,,"申请林总特批追加预算","林总签了字，但说了一句ESG这个事，明年要提前规划。钱到账了，但你的面子也花出去了。",-1,-1,-1,-2,-5,risk_reducer,formal,,
T0145,budget_cut,"项目预算被砍30%",E030,"ESG认证费超出预算",budget_conflict,caiwu_zhou,2,FALSE,,"换成简化版认证方案","简化版认证只覆盖了核心指标，报告封面上少了那个闪亮的认证徽标。",0,1,-1,1,1,budget_gain,safe,,
T0146,budget_cut,"项目预算被砍30%",E030,"ESG认证费超出预算",budget_conflict,caiwu_zhou,2,FALSE,,"用内部审核替代外部认证","合规陈老师签了内部审核意见，但她说内部审核和外部认证是两回事，监管不一定认。",-1,1,-1,2,1,budget_gain;risk_taker,risky,,
T0147,roadshow,"路演前24小时",E031,"董事会推翻路演PPT",satisfaction_mgmt,zhang_zong,3,FALSE,,"重构PPT叙事逻辑，讲好增长故事","你花了两天时间重新梳理了公司的成长脉络，新PPT从行业痛点讲到我们的解法再讲到市场空间。董事会这次说了有感觉。",-2,-1,2,-1,-2,time_heavy;satisfaction_boost,professional,,
T0148,roadshow,"路演前24小时",E031,"董事会推翻路演PPT",satisfaction_mgmt,zhang_zong,3,FALSE,,"调整封面和目录，内页框架不变","换了封面设计、改了目录结构、加了过渡页。看起来像新的一样——希望董事会只看表面。",-1,-1,-1,1,-2,neutral,professional,,
T0149,roadshow,"路演前24小时",E031,"董事会推翻路演PPT",satisfaction_mgmt,zhang_zong,3,FALSE,,"请外部设计团队重新包装","设计团队用了一天半出了一个精美的版本，董事会的反馈从没有感觉变成了这才像IPO的样子。",-1,-2,2,-1,-2,budget_drain;satisfaction_boost,professional,,
T0150,roadshow,"路演前24小时",E032,"基石投资者突然加条件",risk_compliance,shenmi_qun,2,FALSE,,"按要求补充披露，全面配合","补充披露花了额外时间，但投资者表示信息披露充分，增强了认购信心。合规陈老师说这是她见过的最透明的招股书。",-2,-1,1,-3,-5,time_heavy;risk_reducer,formal,,
T0151,roadshow,"路演前24小时",E032,"基石投资者突然加条件",risk_compliance,shenmi_qun,2,FALSE,,"协商简化披露范围","经过两轮协商，投资者同意只披露关联交易风险部分，质押情况用已按监管要求披露一句带过。",-1,-1,-1,1,-2,neutral,professional,,
T0152,roadshow,"路演前24小时",E032,"基石投资者突然加条件",risk_compliance,shenmi_qun,2,FALSE,,"暗示投资者这类问题市场惯例不披露","投资者没有再追问，但他们的法律顾问在尽调清单里加了三页关于信息披露完整性的问题。",0,1,-1,2,2,budget_gain;risk_taker,risky,,
T0153,budget_cut,"项目预算被砍30%",E033,"路演预算缺口20%",budget_conflict,caiwu_zhou,2,FALSE,,"从其他项目预算中临时调配","你把峰会项目的预算挪了一部分过来。小周帮你做了账面上的合理调整——她说这不叫挪用，叫资源优化配置。",-1,-1,-1,1,-2,neutral,professional,,
T0154,budget_cut,"项目预算被砍30%",E033,"路演预算缺口20%",budget_conflict,caiwu_zhou,2,FALSE,,"申请林总特批追加路演预算","林总沉吟了一下，说IPO是头等大事，批了追加。但你的年度预算考核可能要重新谈了。",-2,-1,-1,-1,-5,time_heavy,professional,,
T0155,budget_cut,"项目预算被砍30%",E033,"路演预算缺口20%",budget_conflict,caiwu_zhou,2,FALSE,,"接受降级，缩小路演规模","路演场地从五星级酒店换成写字楼会议室，茶歇缩水了。张总说没关系——但你听出了失望。",0,1,-1,1,1,budget_gain,safe,,
T0156,roadshow,"路演前24小时",E034,"实习生把投资者名单发错了",risk_compliance,shixi_xu,2,FALSE,,"紧急撤回邮件并逐一电话道歉","你打了六个电话，发了三封道歉邮件。对方虽然不悦但接受了道歉。小许在旁边做笔记——这次他应该不会再犯这个错了。",-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T0157,roadshow,"路演前24小时",E034,"实习生把投资者名单发错了",risk_compliance,shixi_xu,2,FALSE,,"将错就错，加一句供参考统一口径","目前还没人提出异议。但你每次看到小许的工位，都会想起这件事。",0,1,-1,2,2,budget_gain;risk_taker,risky,investor_mixup,
T0158,roadshow,"路演前24小时",E034,"实习生把投资者名单发错了",risk_compliance,shixi_xu,2,FALSE,,"让小许自己去面对投资者","小许打电话给投资者解释，对方说没事，新人嘛。但转头就在行业群里抱怨了你们的不专业。",0,1,-1,1,1,budget_gain,safe,,
T0159,supplier_chain,"供应商集体掉链子",E035,"路演物料印刷延误",time_pressure,gongying_wang,1,FALSE,,"换一种纸张规格立即开印","换了克重稍低的纸，质感差了一点但时间赶上了。张总摸了摸封面没说话——算你过关。",-1,-1,1,-1,-2,neutral,professional,,
T0160,supplier_chain,"供应商集体掉链子",E035,"路演物料印刷延误",time_pressure,gongying_wang,1,FALSE,,"加钱加急从外地调纸","空运调纸花了平时三倍的价钱，但成品在路演前一天送到了。印刷品拿在手里的质感让张总说了句专业。",-1,-2,1,-1,-3,budget_drain,professional,,
T0161,supplier_chain,"供应商集体掉链子",E035,"路演物料印刷延误",time_pressure,gongying_wang,1,FALSE,,"改用电子版物料替代印刷品","你给每位投资者发了一个iPad预装了电子版材料。有人夸环保，有人私下说不够正式。",1,1,-1,1,2,time_save;budget_gain,professional,,
T0162,regulatory,"监管问询来函",E036,"保荐人要求补充尽调",risk_compliance,zhang_zong,3,FALSE,,"组织专项小组全面配合尽调","找了两个实习生加一个财务同事，翻了三天的档案。尽调报告出来后，保荐人说非常详实。",-2,-1,1,-3,-5,time_heavy;risk_reducer,formal,,
T0163,regulatory,"监管问询来函",E036,"保荐人要求补充尽调",risk_compliance,zhang_zong,3,FALSE,,"协商缩小尽调范围","保荐人同意只查最近一年加重大关联交易。工作量减半，但保荐人备注了一句基于重要性原则——这是给自己留后路。",-1,-1,-1,1,-2,neutral,professional,,
T0164,regulatory,"监管问询来函",E036,"保荐人要求补充尽调",risk_compliance,zhang_zong,3,FALSE,,"申请延后尽调到路演之后","保荐人勉强同意了，但在招股书的风险因素章节加了一条关于尽调未完成的披露。",1,1,-1,2,3,time_save;budget_gain;risk_taker,risky,,
T0165,system_launch,"系统上线第一天",E037,"路演现场设备全部不兼容",time_pressure,jishu_zhe,1,FALSE,,"紧急协调酒店IT更换兼容设备","酒店IT部送来了一台兼容的投影仪，阿哲用了十分钟调试好了。路演推迟了五分钟开始——在合理范围内。",-1,-1,1,-1,-2,neutral,professional,,
T0166,system_launch,"系统上线第一天",E037,"路演现场设备全部不兼容",time_pressure,jishu_zhe,1,FALSE,,"改用iPad屏幕共享替代投影","阿哲临时搭了个屏幕共享，但画面延迟了两秒，翻页的时候PPT上的图表和你的解说对不上。",0,1,-1,1,1,budget_gain,safe,,
T0167,system_launch,"系统上线第一天",E037,"路演现场设备全部不兼容",time_pressure,jishu_zhe,1,FALSE,,"放弃PPT，口头演讲加纸质材料","你拿着打印版PPT，全靠口头发挥。张总说你的口才比PPT好——你不知道这是夸还是损。",0,1,-1,1,1,budget_gain,safe,,
T0168,event_day,"活动签到当天",E038,"座位表引发的排位战争",satisfaction_mgmt,shenmi_qun,1,FALSE,,"按赞助金额排序，公开发布排位规则","规则公开后，两家闭嘴了，还有一家说那我们明年升级。主办方觉得你这个坏人当得不错。",-1,-1,-1,-1,-4,neutral,professional,,
T0169,event_day,"活动签到当天",E038,"座位表引发的排位战争",satisfaction_mgmt,shenmi_qun,1,FALSE,,"紧急换成圆桌制，不分主次","连夜把课桌式改成了圆桌式，三家都坐在第一圈。供应商王姐抱怨临时改布局多花了不少钱。",-2,-1,1,-1,-3,time_heavy,professional,,
T0170,event_day,"活动签到当天",E038,"座位表引发的排位战争",satisfaction_mgmt,shenmi_qun,1,FALSE,,"按确认参会的时间先后排序","最早确认那家很满意，另外两家在群里发了一长串建议。",0,1,-1,1,1,budget_gain,safe,,
T0171,event_day,"活动签到当天",E039,"200张胸牌全部印错了",time_pressure,shixi_xu,2,FALSE,,"紧急联系打印店加急重印","打印店被你的加急费打动，一小时内出了200张新胸牌。小许在打印店蹲到了最后一分钟。",-1,-2,1,-1,-3,budget_drain,professional,,
T0172,event_day,"活动签到当天",E039,"200张胸牌全部印错了",time_pressure,shixi_xu,2,FALSE,,"现场准备手写更正标签","签到处旁边摆了一张更正台，志愿者帮你手写标签贴在胸牌上。有嘉宾开玩笑说这是限量手写版。",-1,-1,-1,1,-2,neutral,professional,,
T0173,event_day,"活动签到当天",E039,"200张胸牌全部印错了",time_pressure,shixi_xu,2,FALSE,,"将错就错，解释说行业惯例用简称","有三位嘉宾当场指出公司名称不对。你说这是内部简称——你自己都不信。",0,1,-2,1,0,budget_gain;satisfaction_hit,safe,,
T0174,event_day,"活动签到当天",E040,"签到系统在开场前崩溃",time_pressure,jishu_zhe,2,FALSE,,"立即切换人工签到模式","你调了三个工作人员到签到处，用纸质名单逐一核对。虽然慢了十分钟，但没有人被遗漏。",-2,-1,1,-2,-4,time_heavy;risk_reducer,formal,,
T0175,event_day,"活动签到当天",E040,"签到系统在开场前崩溃",time_pressure,jishu_zhe,2,FALSE,,"让阿哲在现场抢修系统","阿哲在后台疯狂敲代码，十五分钟后系统恢复了。但已经有十几位嘉宾在签到处排队等了半天。",-1,-1,-1,1,-2,neutral,professional,,
T0176,event_day,"活动签到当天",E040,"签到系统在开场前崩溃",time_pressure,jishu_zhe,2,FALSE,,"先让嘉宾进场，签到后面再补","嘉宾顺利入场，峰会准时开始。但你心里清楚——会后名单能不能对上，又要看运气了。",1,1,-1,2,3,time_save;budget_gain;risk_taker,risky,summit_checkin_gap,
T0177,event_day,"活动签到当天",E041,"主办方临时要求加圆桌讨论",satisfaction_mgmt,gongying_wang,2,FALSE,,"接受要求，紧急调配资源","你打了五通电话，从隔壁酒店借了沙发和话筒。圆桌环节顺利进行，主办方说你们的响应速度很专业。",-2,-1,1,-1,-3,time_heavy,professional,,
